content,score,source,app,clean_review,sentiment_score,sentiment_label,cluster
"The green background behind educators on Unacademy iOS is distracting and looks unprofessional. It ruins the learning experience and makes it hard to focus. A better virtual background or improved setup is necessary. Also, the app lags at times, which is frustrating. For the price Unacademy charges, the user experience should be much better. Please fix this soon!",1,AppStore,Unacademy,the green background behind educators on unacademy ios is distracting and looks unprofessional it ruins the learning experience and makes it hard to focus a better virtual background or improved setup is necessary also the app lags at times which is frustrating for the price unacademy charges the user experience should be much better please fix this soon,-0.6249,Negative,2
"The app has a very mediocre UI paired with so many annoying quirks across the UI that make it a pain to use. Almost dysfunctionally so. Particularly , why does the video streaming stop when I view the control/notification centre? But it is way more annoying when the app doesn’t display or incorrectly displays the sessions( when compared to the website ) for a day - the one thing it was supposed to do correctly.",1,AppStore,Unacademy,the app has a very mediocre ui paired with so many annoying quirks across the ui that make it a pain to use almost dysfunctionally so particularly  why does the video streaming stop when i view the controlnotification centre but it is way more annoying when the app doesnt display or incorrectly displays the sessions when compared to the website  for a day  the one thing it was supposed to do correctly,-0.8274,Negative,2
Not working well with ipad,1,AppStore,Unacademy,not working well with ipad,-0.2057,Negative,2
Wth you people cant fix the green screen glitch in ios devices from a year  🤡 very disappointed and now even in april 2025 educator video isnt visible,1,AppStore,Unacademy,wth you people cant fix the green screen glitch in ios devices from a year   very disappointed and now even in april  educator video isnt visible,-0.7778,Negative,4
Worst experience I have ever they scammed so bad I have purchased their one of batch but they denied to provide courses that was mentioned got the batch. My purchase was full waste of money either go for adds24 or pe,1,AppStore,Unacademy,worst experience i have ever they scammed so bad i have purchased their one of batch but they denied to provide courses that was mentioned got the batch my purchase was full waste of money either go for adds or pe,-0.916,Negative,3
I have paid my fee two times. Because first transaction message showed transaction failed and amount will refund. However i have never refunded my payment. There is no support team.,1,AppStore,Unacademy,i have paid my fee two times because first transaction message showed transaction failed and amount will refund however i have never refunded my payment there is no support team,-0.4215,Negative,2
Doesn’t support on iPad,1,AppStore,Unacademy,doesnt support on ipad,-0.3089,Negative,2
"Paid ₹11,119 for GATE2026 after being promised English content, a mentor, timely books & a proper study plan. It was all a lie! No mentor, subjects in Hindi despite assurance, 1 subject dragged till May—how can 11 be covered in 8 months? Books delayed 20+ days, zero response from support. They take your money & disappear! This is a scam—don’t waste your time or money. Worst edtech platform ever!",1,AppStore,Unacademy,paid  for gate after being promised english content a mentor timely books  a proper study plan it was all a lie no mentor subjects in hindi despite assurance  subject dragged till mayhow can  be covered in  months books delayed  days zero response from support they take your money  disappear this is a scamdont waste your time or money worst edtech platform ever,-0.8219,Negative,3
Extremely tiring to use such a faulty app. Not even able to login,1,AppStore,Unacademy,extremely tiring to use such a faulty app not even able to login,-0.3182,Negative,2
This is very good app …..but I am facing one problem in it after redownloading the app … I am unable to download the classes,5,AppStore,Unacademy,this is very good app but i am facing one problem in it after redownloading the app  i am unable to download the classes,-0.3514,Negative,2
I’ll never recommend this app to anyone. They don’t even have strong security—an unauthorized person can change the phone number or email without my consent.,1,AppStore,Unacademy,ill never recommend this app to anyone they dont even have strong securityan unauthorized person can change the phone number or email without my consent,-0.7893,Negative,2
"They're thief's , educators leave platform in the middle of the course , don't buy it . Green screen issue still not r resolved after months",1,AppStore,Unacademy,theyre thiefs  educators leave platform in the middle of the course  dont buy it  green screen issue still not r resolved after months,-0.1823,Negative,2
Only there to spam call you and once they take money… it’s full of glitches and subscriptions expire on random days and come back on other random days… and the student can keep crying if they wish.. the glitches don’t get resolved!,1,AppStore,Unacademy,only there to spam call you and once they take money its full of glitches and subscriptions expire on random days and come back on other random days and the student can keep crying if they wish the glitches dont get resolved,-0.5296,Negative,2
Only one thing to say class laga hi nhi sakte tum live ache se even from the educator side,1,AppStore,Unacademy,only one thing to say class laga hi nhi sakte tum live ache se even from the educator side,-0.3818,Negative,2
"Worst experience bcz you will get call 10-20times in a week to purchase this course that course, 10-20times calls you will get but when there is any issue and you want to call then you will find there is not any way to call with issue but will options to purchase (ye purchase karne k liye ye dabao wo badao) you have to go purchase section to call customer service but they say I’m applicable to do this and I’m transferring your call and you’ll get call 1-2he. Even 1-2days after you will not get call. Even now you will get call to purchase this that but not customer support call. 
That’s very rude and customer team also rude. 
If you want to purchase any course with Unacademy first check another app like Wallah app. 
If you want to bet and purchase Unacademy course they it’s all about your that is anything went wrong you’ll be ups and downs",1,AppStore,Unacademy,worst experience bcz you will get call times in a week to purchase this course that course times calls you will get but when there is any issue and you want to call then you will find there is not any way to call with issue but will options to purchase ye purchase karne k liye ye dabao wo badao you have to go purchase section to call customer service but they say im applicable to do this and im transferring your call and youll get call he even days after you will not get call even now you will get call to purchase this that but not customer support call thats very rude and customer team also rude if you want to purchase any course with unacademy first check another app like wallah app if you want to bet and purchase unacademy course they its all about your that is anything went wrong youll be ups and downs,-0.9308,Negative,2
Frequent calls are just irritating. If one need ur help let him call u why u call n call after denying so many times. I don’t want any subscription I am not preparing for any exam just don’t call me,1,AppStore,Unacademy,frequent calls are just irritating if one need ur help let him call u why u call n call after denying so many times i dont want any subscription i am not preparing for any exam just dont call me,-0.4445,Negative,2
"Good afternoon authorities,
I miss Mahi Faria, have recently taken subscription of unacademy for 12 months even i don’t know how i did this mistake, however no proper lectures are being conducted. Mail sent isn’t getting any proper response. Am i fool for trusting this app and paying the amount? 
No one is calling back. We are wasting our time and energy all for what? im going to put an instagram story so others don’t do the same mistake as i do! Worst app, kindly do not subscribe.",1,AppStore,Unacademy,good afternoon authoritiesi miss mahi faria have recently taken subscription of unacademy for  months even i dont know how i did this mistake however no proper lectures are being conducted mail sent isnt getting any proper response am i fool for trusting this app and paying the amount no one is calling back we are wasting our time and energy all for what im going to put an instagram story so others dont do the same mistake as i do worst app kindly do not subscribe,-0.8519,Negative,2
"very bad customer service support iam facing problem since 8 days after purchasing iconic subscription.

they are not bothered about single issue",1,AppStore,Unacademy,very bad customer service support iam facing problem since  days after purchasing iconic subscriptionthey are not bothered about single issue,-0.4274,Negative,2
Forcing me to pay from web not from app,1,AppStore,Unacademy,forcing me to pay from web not from app,-0.1027,Negative,2
Their sales team is too rude. They just trying to sale you courses.,1,AppStore,Unacademy,their sales team is too rude they just trying to sale you courses,-0.4588,Negative,2
Glitching and lagging,1,AppStore,Unacademy,glitching and lagging,-0.2732,Negative,2
No sound in AirPods in Unacademy app,1,AppStore,Unacademy,no sound in airpods in unacademy app,-0.296,Negative,2
It’s a total sham playing with parents money and students future do not buy any course on Unacademy there is no accountability of anyone it’s a group of it strugglers who want to use the app platforms to make extra money unprofessional brigade of these college dropouts,1,AppStore,Unacademy,its a total sham playing with parents money and students future do not buy any course on unacademy there is no accountability of anyone its a group of it strugglers who want to use the app platforms to make extra money unprofessional brigade of these college dropouts,-0.7003,Negative,2
I am reporting from past 2 month but no one is responding to me even k raised many complaints through email and no reply and no response from Unacadamy so don’t take classes from UNACADAMY  NO TECHNICAL SUPPORT FROM THEM👎👎👎👎👎,1,AppStore,Unacademy,i am reporting from past  month but no one is responding to me even k raised many complaints through email and no reply and no response from unacadamy so dont take classes from unacadamy  no technical support from them,-0.8807,Negative,2
Your app is not the result of the test. One of the worst app,1,AppStore,Unacademy,your app is not the result of the test one of the worst app,-0.6249,Negative,3
"Those teacher who use green screen in the background, are shown as neon color background which is a bug as it should have shown the content in that. Reporting that bug from last 3 months to the administration still no action is taken. Fed up with the App, So worst service by unacademy now they don’t even care that students are facing problem. So disappointing Unacademy.",1,AppStore,Unacademy,those teacher who use green screen in the background are shown as neon color background which is a bug as it should have shown the content in that reporting that bug from last  months to the administration still no action is taken fed up with the app so worst service by unacademy now they dont even care that students are facing problem so disappointing unacademy,-0.9508,Negative,2
Worst app the subscription page is not loading now I am trying to subscribe to unacademy  but the page is not loa at all it’s already half an hour since I am trying my WiFi is 5g all other apps are working well but this app is not loading worst app need improvement.,1,AppStore,Unacademy,worst app the subscription page is not loading now i am trying to subscribe to unacademy  but the page is not loa at all its already half an hour since i am trying my wifi is g all other apps are working well but this app is not loading worst app need improvement,-0.3716,Negative,3
I bought the subscription for 3years and now some of the educators have left the platform and the unacademy organisation have removed all their recorded lectures from the platform. I mean how are we at fault regarding this…..and now how will we study!….pathetic!….pehle inhone humein saste me courses bech di 3saal ki fur teachers ko hatwa dive aur ab unke lectures bhi delete kr diye!,1,AppStore,Unacademy,i bought the subscription for years and now some of the educators have left the platform and the unacademy organisation have removed all their recorded lectures from the platform i mean how are we at fault regarding thisand now how will we studypatheticpehle inhone humein saste me courses bech di saal ki fur teachers ko hatwa dive aur ab unke lectures bhi delete kr diye,-0.4019,Negative,2
Do not purchase classes from unacademy as they force you to purchase classes & secondly they lie about their features & 3rd they do not provide after sales support. Worst application ever & worst interface too. & do note that counsellors like “deepmala” are the best liars of unacademy.,1,AppStore,Unacademy,do not purchase classes from unacademy as they force you to purchase classes  secondly they lie about their features  rd they do not provide after sales support worst application ever  worst interface too  do note that counsellors like deepmala are the best liars of unacademy,-0.4939,Negative,3
After some days app is lagging so much,5,AppStore,Unacademy,after some days app is lagging so much,-0.2732,Negative,2
It is the worst management i have seen till now . No response from helpers team on any issues or complaints faced after taking the subscription. Finally its totally waste of money and time. But in return they give you mental stress its a bonus from Unacadamy. I actually prefer to give zero star but its is not possible so I have one star,1,AppStore,Unacademy,it is the worst management i have seen till now  no response from helpers team on any issues or complaints faced after taking the subscription finally its totally waste of money and time but in return they give you mental stress its a bonus from unacadamy i actually prefer to give zero star but its is not possible so i have one star,-0.5341,Negative,3
This bug is really the worst all the classes shows green screen for every educator. Please fix this and this is specific with iOS,1,AppStore,Unacademy,this bug is really the worst all the classes shows green screen for every educator please fix this and this is specific with ios,-0.4728,Negative,4
Educators are excellent but for now i am reviewing only ipad unacademy app (not the educators) the app was ok at first but now it is getting worse as it is not working properly classes are getting stuck in between full app crash lags and app hang in between unable to operate anything. I hope that developers take it seriously and do something about it. Thanks…..,3,AppStore,Unacademy,educators are excellent but for now i am reviewing only ipad unacademy app not the educators the app was ok at first but now it is getting worse as it is not working properly classes are getting stuck in between full app crash lags and app hang in between unable to operate anything i hope that developers take it seriously and do something about it thanks,-0.3919,Negative,2
the teachers can teach good but they do whatever they want not finishing syllabus on time and the question present in the app are so bad not according to the neet level,1,AppStore,Unacademy,the teachers can teach good but they do whatever they want not finishing syllabus on time and the question present in the app are so bad not according to the neet level,-0.7038,Negative,2
Very worst experience with unacademy ios app I’m unable to attend my subscription classes in ios unacademy app and there is no resolve after calling and email to unacademy.,1,AppStore,Unacademy,very worst experience with unacademy ios app im unable to attend my subscription classes in ios unacademy app and there is no resolve after calling and email to unacademy,-0.6115,Negative,4
"In my laptop everything is normal but in iPhone and iPad when ever I open a teachers profile it says “something went wrong try again later”
Then if a watch a teacher’s class and the teacher uses a green screen background then the background will be visible to me in green",4,AppStore,Unacademy,in my laptop everything is normal but in iphone and ipad when ever i open a teachers profile it says something went wrong try again laterthen if a watch a teachers class and the teacher uses a green screen background then the background will be visible to me in green,-0.631,Negative,2
"Please fix this bug, inspite of 5G internet, screen showing no internet connection. I am annoyed by this issue",2,AppStore,Unacademy,please fix this bug inspite of g internet screen showing no internet connection i am annoyed by this issue,-0.3612,Negative,2
"I'm extremely disappointed with the Unacademy app, which is plagued by persistent technical issues. Despite numerous attempts, I consistently encounter glitches 24/7, making it frustrating to operate.

The app's instability and frequent errors hinder my learning experience. I urge the developers to prioritize bug fixes and improve the overall performance to provide a seamless user experience.",1,AppStore,Unacademy,im extremely disappointed with the unacademy app which is plagued by persistent technical issues despite numerous attempts i consistently encounter glitches  making it frustrating to operatethe apps instability and frequent errors hinder my learning experience i urge the developers to prioritize bug fixes and improve the overall performance to provide a seamless user experience,-0.6997,Negative,2
"1. Green screen behind educator video
2. Enrollment tab disappears 
3. Very less features for iPad app

Raised ticket but no solution till now.
Difficult to study when you have spent so much money.",1,AppStore,Unacademy, green screen behind educator video enrollment tab disappears  very less features for ipad appraised ticket but no solution till nowdifficult to study when you have spent so much money,-0.1406,Negative,2
I DID NOT GET HELP AND SUPPORT REGARDING TO MY ACADEMIC PROBLEMS,1,AppStore,Unacademy,i did not get help and support regarding to my academic problems,-0.3089,Negative,2
Worst customer service 🤡🤡,1,AppStore,Unacademy,worst customer service ,-0.6249,Negative,3
The app isn’t working well. Though I downloaded lectures it isn’t connecting.,3,AppStore,Unacademy,the app isnt working well though i downloaded lectures it isnt connecting,-0.2057,Negative,2
Please Dnt join there not responding properly twoooo worst service,1,AppStore,Unacademy,please dnt join there not responding properly twoooo worst service,-0.1531,Negative,3
Worst app worst online course please don’t join this Unacademy class,1,AppStore,Unacademy,worst app worst online course please dont join this unacademy class,-0.8311,Negative,3
Class download problem,1,AppStore,Unacademy,class download problem,-0.4019,Negative,2
Stop calling me from different numbers,1,AppStore,Unacademy,stop calling me from different numbers,-0.296,Negative,2
Educators are good but the working of app is worst among all educational app I have,1,AppStore,Unacademy,educators are good but the working of app is worst among all educational app i have,-0.6908,Negative,3
This academy and there service towards us is ignorant. They never respond clearly after you purchase the course. Not recommended ever.,1,AppStore,Unacademy,this academy and there service towards us is ignorant they never respond clearly after you purchase the course not recommended ever,-0.6059,Negative,2
"App keeps on crushing. I regularly updat it. Also tried by uninstalling and reinstalling but , noting changes. During a class , the app often crushes/stopped. So frustrating for a 3 years iconic subscriber like me for YPSC preparation",1,AppStore,Unacademy,app keeps on crushing i regularly updat it also tried by uninstalling and reinstalling but  noting changes during a class  the app often crushesstopped so frustrating for a  years iconic subscriber like me for ypsc preparation,-0.5591,Negative,2
Jo person mere ok call Kiya tha subscriptions lene Ke liye class 12 Ka subscription lene se pahle call attend karate tha jaise hi mene subscription Ke liya uske bad call hi attend nahi kar raha hai and support Ke liye mail karo ye kya hai Usene bola tha koi problem hoga toh call karna uska ata pata hi nahi hai,1,AppStore,Unacademy,jo person mere ok call kiya tha subscriptions lene ke liye class  ka subscription lene se pahle call attend karate tha jaise hi mene subscription ke liya uske bad call hi attend nahi kar raha hai and support ke liye mail karo ye kya hai usene bola tha koi problem hoga toh call karna uska ata pata hi nahi hai,-0.3182,Negative,2
this is the worst app . jab tak course purchase nhi karte tab tak call kar kar k preshan kar dete hain uske baad they all are like ki unhe matlab nhi h . bas unke pas paise phonch gye ab student ka time barbad ho paise barbad ho inhe koi matlb nahi h . all are coaching mafias . UNTIL YOU PURCHASE A COURSE THEY ARE LIKE CALL US ANYTIME BUT ONCE YOU HAVE HAVE PURCHASED THIS YOU ARE LEFT WITH NO OPTIONS. NEITHER THEY REPLY TO YOUR MAILS NOR CALLS. USELESS APP... I REQUEST YOU ALL OUT THERE THAT DONT SUBSCRIBE UNACADEMY . PLEASE DONT BUY ANY COURSE FROM UNACADEMY .PLEASE PLEASE PLEASE ... PURCHASE KARNE K BAAD M BOHT PRESHAN HU . 20 bar to app crash hoti h din .. bar bar uninstall kr k install kro fir b thik nhi hoti. aur fir wait karna padta hai hafte hafte bhar ka app ko use karne k liye . please dont buy. your money will be wasted,1,AppStore,Unacademy,this is the worst app  jab tak course purchase nhi karte tab tak call kar kar k preshan kar dete hain uske baad they all are like ki unhe matlab nhi h  bas unke pas paise phonch gye ab student ka time barbad ho paise barbad ho inhe koi matlb nahi h  all are coaching mafias  until you purchase a course they are like call us anytime but once you have have purchased this you are left with no options neither they reply to your mails nor calls useless app i request you all out there that dont subscribe unacademy  please dont buy any course from unacademy please please please  purchase karne k baad m boht preshan hu   bar to app crash hoti h din  bar bar uninstall kr k install kro fir b thik nhi hoti aur fir wait karna padta hai hafte hafte bhar ka app ko use karne k liye  please dont buy your money will be wasted,-0.9579,Negative,2
This is the worst app even after deleting your account and deleting the app they keep calling you and irritating you please don’t download it worstt apppp,1,AppStore,Unacademy,this is the worst app even after deleting your account and deleting the app they keep calling you and irritating you please dont download it worstt apppp,-0.7003,Negative,3
"Classes getting logged out continuously while watching. Several times tickets raised, no tracking of tickets available. No resolution of issue. IOS VERSION 17.5",1,AppStore,Unacademy,classes getting logged out continuously while watching several times tickets raised no tracking of tickets available no resolution of issue ios version ,-0.5267,Negative,4
"Not working from starting days 
So bad Unaccemdy 
Don’t take admission",1,AppStore,Unacademy,not working from starting days so bad unaccemdy dont take admission,-0.6696,Negative,1
I already joined the unacadmey offline batch and I almost completed 1.5 month and as yet I didn’t get the online live classes subscription. And they also don’t have the stock of modules and uniforms.,1,AppStore,Unacademy,i already joined the unacadmey offline batch and i almost completed  month and as yet i didnt get the online live classes subscription and they also dont have the stock of modules and uniforms,-0.128,Negative,2
"If you need to buy a subscription, you will get a call and if you need a technical support you have to send emails for weeks for a resolution. 
Worst online coaching platform.",1,AppStore,Unacademy,if you need to buy a subscription you will get a call and if you need a technical support you have to send emails for weeks for a resolution worst online coaching platform,-0.34,Negative,3
Worth platform plz don’t buy any course from un academy because once you purchase then no one pick  ur calls and no one clear ur doubts,1,AppStore,Unacademy,worth platform plz dont buy any course from un academy because once you purchase then no one pick  ur calls and no one clear ur doubts,-0.2023,Negative,2
They have worst customer service they only contact you until you get subscription after that they will never give provide solution for your problem.. They only say you have to mail the support team and wait for 7-10 days in the end they never solve your problem..,2,AppStore,Unacademy,they have worst customer service they only contact you until you get subscription after that they will never give provide solution for your problem they only say you have to mail the support team and wait for  days in the end they never solve your problem,-0.8539,Negative,2
"Took iconic subscription last week but they have still not assigned any mentor for me
I have been trying to reach out through multiple no’s but no response from them, even scheduled a call which shows on the website n all but it’s been now 4 days no reverts.
Before I took iconic subscription they used to call me like 6-8 times a day so as to increase their sales and now I’m really disappointed the way they act as if they don’t care
These people say that there is 24/7 support for learners out there like seriously? 

Worst customer service I’ve ever seen didn’t knew that this iconic is nothing but useless 
Guys please go for plus if y’all thinking about buy the subscription as iconic is a waste of money!",1,AppStore,Unacademy,took iconic subscription last week but they have still not assigned any mentor for mei have been trying to reach out through multiple nos but no response from them even scheduled a call which shows on the website n all but its been now  days no revertsbefore i took iconic subscription they used to call me like  times a day so as to increase their sales and now im really disappointed the way they act as if they dont carethese people say that there is  support for learners out there like seriously worst customer service ive ever seen didnt knew that this iconic is nothing but useless guys please go for plus if yall thinking about buy the subscription as iconic is a waste of money,-0.4759,Negative,2
"From the you tube link i selected to purchase the subscription before installing the app in my phone, so by default the goal paid for CSE,CH ,ME . i wanted to switch to XE it was literally a change of class. The team doesn't understand the need of a student, a mail was written to support and help centre of unacademy but no use, received an automatic reply. I didnt expect this kind of experience from them. Poor management and lack of customer complaints handling strategies. IT ticket raised for the concern but no ticket reference number is shared. Sounds like fooling around !",1,AppStore,Unacademy,from the you tube link i selected to purchase the subscription before installing the app in my phone so by default the goal paid for csech me  i wanted to switch to xe it was literally a change of class the team doesnt understand the need of a student a mail was written to support and help centre of unacademy but no use received an automatic reply i didnt expect this kind of experience from them poor management and lack of customer complaints handling strategies it ticket raised for the concern but no ticket reference number is shared sounds like fooling around ,-0.8834,Negative,2
"Don’t subscribe to unacademy, worst studying app . No proper response once you get your subscription. They don’t pick your calls after you get their subscription",1,AppStore,Unacademy,dont subscribe to unacademy worst studying app  no proper response once you get your subscription they dont pick your calls after you get their subscription,-0.743,Negative,3
Being a Unacademy Plus member I thought I would get help regarding the issues on my account. Can’t access compete. My streak is broken. And when I try to chat with an agent I can’t due to Automatic Chat Options. Wouldn’t have expected this at all. Really dissatisfied,1,AppStore,Unacademy,being a unacademy plus member i thought i would get help regarding the issues on my account cant access compete my streak is broken and when i try to chat with an agent i cant due to automatic chat options wouldnt have expected this at all really dissatisfied,-0.5095,Negative,2
Worst app ever I have taken Unacademy subscription but recorded classes are not working,1,AppStore,Unacademy,worst app ever i have taken unacademy subscription but recorded classes are not working,-0.3716,Negative,3
Fraud and worst offline coaching centre,1,AppStore,Unacademy,fraud and worst offline coaching centre,-0.8555,Negative,3
Not able to listen the classes properly neither the management nor the app developers can’t properly develop or design the app and are not customer friendly,1,AppStore,Unacademy,not able to listen the classes properly neither the management nor the app developers cant properly develop or design the app and are not customer friendly,-0.3875,Negative,2
Unacademy just cheats with new learners  just by providing them wrost teachers giving them the greed of minimum fees 😡😡😡😡😡🧐,1,AppStore,Unacademy,unacademy just cheats with new learners  just by providing them wrost teachers giving them the greed of minimum fees ,-0.4767,Negative,2
When I’m playing a lecture it’s lagging idk why and when I replay it (2x) it’s breaking sounds for seconds. Really needs to be fixed.,2,AppStore,Unacademy,when im playing a lecture its lagging idk why and when i replay it x its breaking sounds for seconds really needs to be fixed,-0.1779,Negative,2
"I facing problems (I am on iPad Air 5) with videos freezing and app freezing. While I can operate my iPad normally, its the app only that freezes.",1,AppStore,Unacademy,i facing problems i am on ipad air  with videos freezing and app freezing while i can operate my ipad normally its the app only that freezes,-0.5574,Negative,2
"Literally the worst app. out there.
Until one buys the subscription they never stop calling, but as soon as one buys the subscription there is no one to reach out to for any issues that one may face.
Also, I wanted the refund but to their own liking, they don’t even have such policies wherein one can seek refund if one is not satisfied with the experience.
Shame on you fraudsters!!",1,AppStore,Unacademy,literally the worst app out thereuntil one buys the subscription they never stop calling but as soon as one buys the subscription there is no one to reach out to for any issues that one may facealso i wanted the refund but to their own liking they dont even have such policies wherein one can seek refund if one is not satisfied with the experienceshame on you fraudsters,-0.8318,Negative,2
The enrollments section is entirely missing in the app,1,AppStore,Unacademy,the enrollments section is entirely missing in the app,-0.3597,Negative,2
"Pathetic customer support
Useless call Center, only sitting to collect money, not providing any support to the students",1,AppStore,Unacademy,pathetic customer supportuseless call center only sitting to collect money not providing any support to the students,-0.7147,Negative,2
"I had a disappointing experience with Unacademy. Richard and Gangadhar sold me a subscription and were extremely attentive when I was about to take admission, calling me frequently. However, after I subscribed, they stopped responding to my calls. They promised I would receive books, but it's been over two months, and I still haven't received them. This lack of follow-through and poor customer service is unacceptable. I would not recommend Unacademy based on my experience.",1,AppStore,Unacademy,i had a disappointing experience with unacademy richard and gangadhar sold me a subscription and were extremely attentive when i was about to take admission calling me frequently however after i subscribed they stopped responding to my calls they promised i would receive books but its been over two months and i still havent received them this lack of followthrough and poor customer service is unacceptable i would not recommend unacademy based on my experience,-0.9437,Negative,2
Very bad performance always lagging class always technical issues,1,AppStore,Unacademy,very bad performance always lagging class always technical issues,-0.7089,Negative,1
Everything is fine about Unacademy…..but it’s also an irritating fact that students we are facing a lot of lag issues in live classes and also even in recording sessions….fix it as soon,4,AppStore,Unacademy,everything is fine about unacademybut its also an irritating fact that students we are facing a lot of lag issues in live classes and also even in recording sessionsfix it as soon,-0.5574,Negative,2
Worst app because there is no proper support system.,1,AppStore,Unacademy,worst app because there is no proper support system,-0.5574,Negative,3
"First of all there was a huge problem while logging in the application, otp wasn’t generating. After multiple attempts, I was able to login. but after that, the application isn’t working. The screen is stuck on buffering image for hours after searching for a particular content.",1,AppStore,Unacademy,first of all there was a huge problem while logging in the application otp wasnt generating after multiple attempts i was able to login but after that the application isnt working the screen is stuck on buffering image for hours after searching for a particular content,-0.4019,Negative,2
"I was watching a recorded lecture, and all of a sudden my screen froze, not able do anything but to close the app. But again that issue is occurring repeatedly, If educator is writing something, I can’t able to see that. Very irritating it is",2,AppStore,Unacademy,i was watching a recorded lecture and all of a sudden my screen froze not able do anything but to close the app but again that issue is occurring repeatedly if educator is writing something i cant able to see that very irritating it is,-0.664,Negative,2
I have purchased a subscription in this app under NEET PG.Now the NEET PG section itself could not be found in the app.My validity of the purchase is still not over.Couldn’t contact the customer service also.It’s really pathetic.,1,AppStore,Unacademy,i have purchased a subscription in this app under neet pgnow the neet pg section itself could not be found in the appmy validity of the purchase is still not overcouldnt contact the customer service alsoits really pathetic,-0.6115,Negative,2
"I have purchased this app in around 45thousand rupees for two years ,for class 11and12 . In class 11 I  was not able to learn from the classes , teachers are  little rude for me the first time ,then I lose interest to study in this app 
The saddest thing is the money can not be return to me again 
Don’t waste your money on this platform . My whole 11 I cant manage in 12 I didn’t understand anything 
Conclusion . This app is not worth it ...",1,AppStore,Unacademy,i have purchased this app in around thousand rupees for two years for class and  in class  i  was not able to learn from the classes  teachers are  little rude for me the first time then i lose interest to study in this app the saddest thing is the money can not be return to me again dont waste your money on this platform  my whole  i cant manage in  i didnt understand anything conclusion  this app is not worth it ,-0.6947,Negative,2
But the app starts to lag sometimes like if im watching a lecture then after sometimes the video starts to lag and its very annoying i have to restart the app and its so distracting please fix that problem,3,AppStore,Unacademy,but the app starts to lag sometimes like if im watching a lecture then after sometimes the video starts to lag and its very annoying i have to restart the app and its so distracting please fix that problem,-0.8984,Negative,2
Not a good platform for study,1,AppStore,Unacademy,not a good platform for study,-0.3412,Negative,2
If I could give o stars I would. The content is good but the app infrastructure is frustratingly bad.,1,AppStore,Unacademy,if i could give o stars i would the content is good but the app infrastructure is frustratingly bad,-0.8316,Negative,1
"My experience with Unacademy for a 3-month GMAT course was extremely disappointing. Despite promises of regular live classes, most were cancelled, and I only received a 5-6 classes in December and January. When I reached out for help, I received unhelpful responses and was offered only a partial refund. Additionally, I learned that the GMAT team at Unacademy has been removed, indicating a lack of organization. Overall, I cannot recommend Unacademy due to their poor service and lack of accountability.",1,AppStore,Unacademy,my experience with unacademy for a month gmat course was extremely disappointing despite promises of regular live classes most were cancelled and i only received a  classes in december and january when i reached out for help i received unhelpful responses and was offered only a partial refund additionally i learned that the gmat team at unacademy has been removed indicating a lack of organization overall i cannot recommend unacademy due to their poor service and lack of accountability,-0.9174,Negative,2
No support from Unacademy once you have purchased their course.. not satisfied at all !!,1,AppStore,Unacademy,no support from unacademy once you have purchased their course not satisfied at all ,-0.21,Negative,2
"It’s is a worse application, don’t purchase any courses",1,AppStore,Unacademy,its is a worse application dont purchase any courses,-0.4767,Negative,2
Don’t download the app and don’t use it at all please … Doesn’t work at all literally waste of time and very lag software … Faculty are very good but this app software and backend team are worst … don’t download this worst app,1,AppStore,Unacademy,dont download the app and dont use it at all please  doesnt work at all literally waste of time and very lag software  faculty are very good but this app software and backend team are worst  dont download this worst app,-0.9231,Negative,3
The interface and video rendering is the absolute worst for us medical videos . The videos don’t even stop to buffer they just skip bits continuously and this issue isn’t there in any other platform for ug medical which I have tried . It makes viewing a 1 hr video into a 3 hr cumbersome task .,1,AppStore,Unacademy,the interface and video rendering is the absolute worst for us medical videos  the videos dont even stop to buffer they just skip bits continuously and this issue isnt there in any other platform for ug medical which i have tried  it makes viewing a  hr video into a  hr cumbersome task ,-0.4959,Negative,2
"The app is not suitable for iphone and mac os
Bad experience while using the app. Video playing is not even great in iphones
Please try to fix the video play back problem for ios users",1,AppStore,Unacademy,the app is not suitable for iphone and mac osbad experience while using the app video playing is not even great in iphonesplease try to fix the video play back problem for ios users,-0.4203,Negative,4
The Unacademy team is constantly changing educators videos and upselling them as new videos. Also the recorded videos which were running till now is now stopped (as they have released it as neet pg vitals).Other apps in the market are providing recorded +live apps whereas unacademy is cunningly trying to sell it in 2 different payments.big L to unacademy (also all these educators are now ex-educators),1,AppStore,Unacademy,the unacademy team is constantly changing educators videos and upselling them as new videos also the recorded videos which were running till now is now stopped as they have released it as neet pg vitalsother apps in the market are providing recorded live apps whereas unacademy is cunningly trying to sell it in  different paymentsbig l to unacademy also all these educators are now exeducators,-0.2263,Negative,2
Worst app videos not playing in my tab and my phone no one is responding waste of money,1,AppStore,Unacademy,worst app videos not playing in my tab and my phone no one is responding waste of money,-0.8655,Negative,3
