content,score,source,app
I it very good,5,PlayStore,PhysicsWallah
Very good Plateform For Competitive Exam Preparation,4,PlayStore,PhysicsWallah
"great app, I don't really like the new ui on my tab tho",4,PlayStore,PhysicsWallah
Best App for Preparation of all competitive examination like Neet Jee Upsc Gate and others at very low cost,5,PlayStore,PhysicsWallah
nice 👍,5,PlayStore,PhysicsWallah
"It provides better education, espically for COMPETATIVE EXAM like NEET and JEE . not only the quality of education but also the facuilty is superb....",5,PlayStore,PhysicsWallah
I can't access the class notes,3,PlayStore,PhysicsWallah
I have study for jee with amazing faculties which provided pw but after update one thing disappointed me which is when I open lecture and see timeline and watch then lecture fully depends on internet although I have already downloaded lecture but I want see time line and watch but offline watch only from download section why after downloading same lecture not play in batch mide also I see my device more heat on downloading lecture as compared to before update,3,PlayStore,PhysicsWallah
"teachers are excellent but as much time frequency of update increase performance of app decreasing app not opening live class not opening watching lecture but coin shows 1 Pw what are you doing not expected from you after recent updates it's showing timeline feature only accessible for premium user,if you want to add this for premium user say's it all from starting of session Doubt engine is not opening what is the requirment of changed interface. I am facing these problem from more then week",1,PlayStore,PhysicsWallah
I met Best Teachers In The India in This Platform 😊😊😊,5,PlayStore,PhysicsWallah
problems in notes after seeing lecture we Didn't found notes section,2,PlayStore,PhysicsWallah
first l was very afraid of crime. my family members didn't allow me to learn on this app but I downloaded this app and join and I am so glad that I can be the part of PW ☺️☺️☺️,5,PlayStore,PhysicsWallah
doubts kaha se clear kare google se ?,1,PlayStore,PhysicsWallah
"sir this one was not a good update, vidyapeeth wale me dpp show hi nai ho rha hai or bhot glt trike se arrenge ho gya hai sabkuch",1,PlayStore,PhysicsWallah
Humble request to pw team!! please please pleaseee bring the old update backk...the new one is tooo messyy please bring the old one backk.,5,PlayStore,PhysicsWallah
"1.Purana version zyada accessible aur user-friendly tha. 2.phele DPP ki PDF mil jaati thi, lekin ab wo option nahi aata. 3.""All Classes"" ka option pehle available tha, jisse hum ek jagah par saare recorded lectures dekh sakte the, bina chapter-wise jaane. Ab sirf chapter-wise access diya gaya hai, jo kaafi inconvenient hai old version was much better",2,PlayStore,PhysicsWallah
what the hell you have done with the app iam a person who can only watch downloaded visros because of network issue and it's actually mixe up I can't watch when it's in hatch section and can only watch in download section,3,PlayStore,PhysicsWallah
excellent 🤩🤩🤩🤩🤩🤩,5,PlayStore,PhysicsWallah
"PW has the worst Chat block policy ever , even if you don't write anything abusive or spamming related it then also bans you😡😡",1,PlayStore,PhysicsWallah
all good,5,PlayStore,PhysicsWallah
very nice,5,PlayStore,PhysicsWallah
"teacher are very good and hardworking 👏 they give best and also revised each topic properly before the next class starts they also provide notes 📝, Dpp,mock test, so this study platform is help me a lot",5,PlayStore,PhysicsWallah
ok,5,PlayStore,PhysicsWallah
absolutely loved it❤️,5,PlayStore,PhysicsWallah
very good and educational app,5,PlayStore,PhysicsWallah
"pw is very nice platform for neet, jee, upsc &pg etc.",5,PlayStore,PhysicsWallah
best app for learning,5,PlayStore,PhysicsWallah
I am user of this app from 2 years but New update of this app is very ghatiya......dimag kharab kr diya hai I want old version that was 2 weeks ago....,2,PlayStore,PhysicsWallah
best way study 📖,5,PlayStore,PhysicsWallah
एयरटेल वाई-फाई से ओपन नहीं हो रहा है वीपीएन कनेक्ट करने की जरूरत पड़ रही है कृपया इसे ठीक करें !! And Sometimes After Watching Full Lecture - No Xp Coins Are added To Leaderboard that is one of the reason that's why I leave study session in the middle ( due to demotivation or mood off ) . Please Fix The Issue And Listen Don't Reply The Same Answer Already I Am Using The Latest Version OF This App. Also Vpn connect krne ke baad video downloading ki speed bohot slow ho jati hai .,3,PlayStore,PhysicsWallah
"Hi alakh sir,new mode of lectures are bad sir, it updated recently where percentage completion is shown but there was not proper dpp pdf's and notes please fix this sir please.... teachers are bestestt sir❤️",5,PlayStore,PhysicsWallah
app is not running properly and not give xp after watching lecture also take time to open app,5,PlayStore,PhysicsWallah
"please bring back the old version of this app the newly updated one is so frustrating & irritating class notes, DPP etc are not well organised kindly look into this matter .",1,PlayStore,PhysicsWallah
please avoid and remove this new update because it cause a many prblms to see the notes lecture dpps etc. ndd this is not my personal problem all students are suffering.. this problem this new update are literally very bad 😔 i hope you understand,1,PlayStore,PhysicsWallah
"hello, i am facing a problem, is the dpp solutions ( from the subject teacher, not in the quiz one) option removed, i can't find it.",4,PlayStore,PhysicsWallah
"Worst update of all time Very confusing to fing pdfs, dpps, etc. Also during login in app, whatsapp option is removed. How we will login in the app, because not everyone has mobile recharge because of personal wifi at home for studying, so for login in app everytime we will recharge our number? Is this good?",1,PlayStore,PhysicsWallah
please remove this new update it's causing too much problem in accessing notes and dpp,1,PlayStore,PhysicsWallah
"Please remove New Update . It's lots of problems to find Dpp , Lec , class notes",2,PlayStore,PhysicsWallah
amezing app best facility,5,PlayStore,PhysicsWallah
"Why does this app is being updated....the previous version was much better and convenient...there are 3 problems- firstly there's a slight bug as after completing the lecture it still shows no completion in the subject section....Secondly, it has white boxes in the subject section although it is in dark mode....thirdly the format is not convenient at all....Please look after this Issue.",3,PlayStore,PhysicsWallah
"please remove new update, in new update has lot of problem. previous version is easy to use and comfortable for all. NEW updates are hard to use, hard to find notes,dpp,kpp. please remove this update as soon as possible 🙏🙏",2,PlayStore,PhysicsWallah
this new update is very complex and useless in laptop web. This is very bad update . previous version in better than this,1,PlayStore,PhysicsWallah
"Please remove this new update and keep what was there earlier. It causes a lot of problem to see the notes, DPP question paper, lecture notes, it also takes time. Please do not waste our time.",1,PlayStore,PhysicsWallah
nice,1,PlayStore,PhysicsWallah
very bad app . it does not open when needed. I have reinstalled it again but still it shows server error. the same case is with its website. please look into it. I face this issue frequently. it creates my backlog. very disappointing,4,PlayStore,PhysicsWallah
good app,1,PlayStore,PhysicsWallah
best app,5,PlayStore,PhysicsWallah
after update it is difficult to find lectures,1,PlayStore,PhysicsWallah
Best learning platform,5,PlayStore,PhysicsWallah
Pw is the best way to achieve education,5,PlayStore,PhysicsWallah
Important platform,5,PlayStore,PhysicsWallah
good for jee,5,PlayStore,PhysicsWallah
bad update version 😢😢 lecture pdglf section is not available,3,PlayStore,PhysicsWallah
"I'm a regular students in the app everything was going good until today there was an update automatically and after this everything became hotpoch in the batch previously when seeing a lecture in recorded form you can see the doubt section, asked doubt and notes section but after the update none of them can be seen . so I hope the management will work on this nd fix it nd that's why 4 star",4,PlayStore,PhysicsWallah
waise toh kuch problem nhi h..Magar kya kisi ko pata h ki lectures ke notes ko kaha sei dekh te h..mujhe update kei baath sei nhi dikh rha kahi bhi...im a 11th student science...,4,PlayStore,PhysicsWallah
OTP not send in my number,4,PlayStore,PhysicsWallah
pw.live me lectures downloads karne ka feature kab aayga jab bhi mauka milta laptop me lectures download kar lete hamesha internet nhi milta hai. samjhte hi nhi ki feedback kya hoti hai. batch lete hue bhi telegram se lectures download karne padte hai. lagta hai jab jee ki taiyari ki time beet जायगी tab aayga feature. इन्टरनेट ka problem hai samjha karo.,1,PlayStore,PhysicsWallah
it's good,5,PlayStore,PhysicsWallah
love 😍😍,5,PlayStore,PhysicsWallah
experience is really good but please add a option of reciving OTP on WhatsApp while login,5,PlayStore,PhysicsWallah
ok,5,PlayStore,PhysicsWallah
best app for studies teachers are awesome,5,PlayStore,PhysicsWallah
good,5,PlayStore,PhysicsWallah
"Latest update is worst update I had ever seen 🥲 please change it as soon as possible most of the students are really confused and frustrated about this update ,, I really don't wanna give 1 star to PW it an amazing application but this update is really really the worst one 😔 please change its a genuine request from most of the students,, PLEASE back to the old one theme of batch as like before..",1,PlayStore,PhysicsWallah
i want to give a suggestion please work on it jaise ham youtube insta pe long tap karte hai toh video 2x ho jaati hai waise hi feature add kariye na iss bahut time bachega aur fayda hoga students ko please 🥺 ek aur kabhi kabhi lecture ke side mai three dots aate hai jisse hum recorded lec ke class notes side mai hi khul jaate hai waisa hi feature har lecture ke liye kar do na recorded waale please 🥺🥺 after this I will rate 5 Star definitely it' my promise,3,PlayStore,PhysicsWallah
"I m writing this to hereby tell you that the recent updates in the app are not very nice. i cannot access the PDFs ,studying from laptop and tapping on each video for pdf is very tough, also after the update it's very difficult to find PDFs in phone and many students are very sad about the update. requesting you to remove this update and bring our old format. thank you and pls look towards the childrens problem in community post in app .",4,PlayStore,PhysicsWallah
pw 🥹🥰❤️,5,PlayStore,PhysicsWallah
good👍👍👍,5,PlayStore,PhysicsWallah
pw is good for neet and jee because tha teacher is good and not irritating,5,PlayStore,PhysicsWallah
Best app but some features are not available on pw web,5,PlayStore,PhysicsWallah
Help center of student.,5,PlayStore,PhysicsWallah
Pw app jaldi khulta nahi hai 1 min.se jyada ka samay leta hai khulne main. Baki content to mast hai fees bhi thik hai.,1,PlayStore,PhysicsWallah
review 2 - update kr krke app ko or kachra banado. ab class notes and dpp pdf nikalne k liye bar bar lecture attachments kholo...,1,PlayStore,PhysicsWallah
it's an educational app. it's founder is our respected Alakh sir . it's an amazing app and best for online education.,5,PlayStore,PhysicsWallah
"New update is amaizing . The feature of how much we have progressed in individual subject , is interesting feature you introduced . Thanks PW",5,PlayStore,PhysicsWallah
👍👍,5,PlayStore,PhysicsWallah
sir app experience to badhiya hai par recently jo update aaya hai vo bhut bekaar hai please pahle wale hi kar dijiye,4,PlayStore,PhysicsWallah
good app for learning,5,PlayStore,PhysicsWallah
very nice,5,PlayStore,PhysicsWallah
"Dear developer please ! make it minimal and beautiful. Subject Should be classified with minimal logo, For example history can be shown as a search logo, science can be shown as a chemistry equipments or space logos 😊, and so on... and keep its accent color purple and dark black, and with white theme it should little dark purple on white.",5,PlayStore,PhysicsWallah
it is too good app,5,PlayStore,PhysicsWallah
old version was too good this new update is so annoying,1,PlayStore,PhysicsWallah
Describe in word - No words can define legacy of PW but if you want best of you then there it is.,5,PlayStore,PhysicsWallah
best app for students,5,PlayStore,PhysicsWallah
amazing app,5,PlayStore,PhysicsWallah
is app main aapko chota chota bato par block Kar dete hai 24 our ke liye. maine ek baar ek teacher se unka number Manga aur mughe un logo ne 24 ours ke liye block Kar diya alakh Pandey sir ko Ispar action jaroor Lena chhiye,1,PlayStore,PhysicsWallah
bekar hi,2,PlayStore,PhysicsWallah
This platform is best for online study for NEET JEE &also for state exams teachers are so intelligent,5,PlayStore,PhysicsWallah
1 August Update Very bad 😞. Pahala update accha tha.,2,PlayStore,PhysicsWallah
this app lag👎,1,PlayStore,PhysicsWallah
"the overall experience is fine, though the app is sometimes glitchy. Also the XP earning system is pretty glitchy, it's almost like you don't know if you'll gain XP or not. There has been many instances for me, when I'd sit through a whole 2hr lecture and would still not gain any XP. I do hope the team fixes this issue. My app is always up to date, so it's not that problem too",4,PlayStore,PhysicsWallah
Maja aa gya bhai pad kar pw ke teacher se and thanks for alakh Pandey sir jo low budget me itni aachi education dete h,5,PlayStore,PhysicsWallah
nice,5,PlayStore,PhysicsWallah
bestest,5,PlayStore,PhysicsWallah
it is very good app for study,5,PlayStore,PhysicsWallah
great 👍,5,PlayStore,PhysicsWallah
Best,5,PlayStore,PhysicsWallah
excellent,5,PlayStore,PhysicsWallah
☺️☺️⭐⭐⭐⭐⭐,5,PlayStore,PhysicsWallah
This app required some extra concern policy regarding student.,3,PlayStore,PhysicsWallah
Best app.,5,PlayStore,PhysicsWallah
I think 5 stars are less for this mystical platform who make studies more productive and the attachment with teacher's..,5,PlayStore,PhysicsWallah
"sir plese link provide online free education ,sir agar me foundation ki tyari me class 9 ki books aap se na le to discount kitna hoaa.please talk the fees ,IIT,school exam prepration . thanku",5,PlayStore,PhysicsWallah
Top level of teaching,5,PlayStore,PhysicsWallah
bahut achcha hai,5,PlayStore,PhysicsWallah
landscape mode isn't working properly in tablets.Please solve my problem ASAP.,1,PlayStore,PhysicsWallah
good for middle class,5,PlayStore,PhysicsWallah
Why do you remove all the content option from the app I used that option so many times that helped me a lot and you guys just removed that.,1,PlayStore,PhysicsWallah
poor management. delay in course completion. the support team is not at all helpful.,1,PlayStore,PhysicsWallah
best app for steady,5,PlayStore,PhysicsWallah
sir I really liked the new app update. it's really easy to use . please keep it this way. thanks a lot. the info is more classified and it doesn't feel rigid and has smooth design. i really liked it. thanks 😊,5,PlayStore,PhysicsWallah
Im also using class seventh student it is amazing,5,PlayStore,PhysicsWallah
the best platform for learning,5,PlayStore,PhysicsWallah
i don't like the new layout of subjects and the class drawer old one was better DPP videos section DPP pdf section notes section class section etc,1,PlayStore,PhysicsWallah
"sir I'm with pw from class 10 uddan right now in lakshya neet after arjuna, a very common and big problem with me is from half of class 10 pw app not give good response in case of live lecture and from 2.5 years I'm suffering with this while YouTube , Instagram every think running good , but now it is too much very irritating and this led to many backlogs ,.(""please guide"") Yes I always update pw app I'll also try on Google site ""pw live.in "" but response is same (""please guide"")",2,PlayStore,PhysicsWallah
pw app is best for learning but there is no direct option of contact us.,4,PlayStore,PhysicsWallah
"the new update is the worst 😕 please fix it , we want the same one as before, it's so confusing to find anything and also please add the all content section in every subject section,due to new update,so many pdfs are removed too its taking so much time to find everything as per date and sequence, teaching is good i appreciate it,but the new update is a bit hectic",1,PlayStore,PhysicsWallah
pw ek bhut hi behtarin platform. this really help me for my preparation. I like it so much. But nowadays my xp didn't work. plz check the issue and resolve it. Because XP get me motivation. THANK YOU PW & ALAKH SIR,5,PlayStore,PhysicsWallah
this app is very excellent and here is very low fee,5,PlayStore,PhysicsWallah
best🖤,5,PlayStore,PhysicsWallah
supperrr appp,5,PlayStore,PhysicsWallah
PW is a very helpful app for study,5,PlayStore,PhysicsWallah
please increase streak day minimum 4 hour. and only xp give on first attempt of DPP&test.,4,PlayStore,PhysicsWallah
This app is really good,5,PlayStore,PhysicsWallah
very good,5,PlayStore,PhysicsWallah
The latest update is not showing DPP videos and put the progress in pending.,5,PlayStore,PhysicsWallah
"physics wallah is a great platform for students who want quality education at an affordable price . the teachers explain concepts clearly , and the notes and assignments are very helpful 🫠🥰😍",4,PlayStore,PhysicsWallah
This app is amazing as the teachers know what are they teaching and also they have a great way of explaining everything very easily but the only issue with this app is the random updates which are nothing but useless and destroy your learning experience.,4,PlayStore,PhysicsWallah
sir class notes nahi dikh Raha,1,PlayStore,PhysicsWallah
Very useful app .,5,PlayStore,PhysicsWallah
everything is very excellent the teachers and their teaching But I don't like the new updated interface of the app. Every time I have to go the lecture and then their attachment section to see the notes. The previous one is good whre all the notes are given separately under the notes section. Please change this interface with the previous one.,4,PlayStore,PhysicsWallah
Hye dear Pw all are good but next few days after watching lecture my xp point not added my xp score . and I don't no why this is happend plz check and solve this problem.why this is problem not solved,4,PlayStore,PhysicsWallah
it is very good and very nice study platform,5,PlayStore,PhysicsWallah
Honestly PW is an awesome platform but the recent update is quite weird and I like the previous version of the app more.It's going to take me some time to understand things properly,4,PlayStore,PhysicsWallah
"I have been using this platform for my studies for 2 years. The thing to see is that here top experienced faculty is there who can guide every student. I am currently preparing for NEET in this incredible platform.Anybody who wants to prepare for NEET, I would recommend him/her PW In which you will get 3 classes in a day and after the class you will get DPPs, Handwritten Notes, Short Notes, All India Test Series (AITS), Weekly Tests and many more",5,PlayStore,PhysicsWallah
"The app is very good, it helps me a lot in my studies but I am facing one problem, there is no option to download lectures in the laptop, due to which I face problem in studying when there is no internet",5,PlayStore,PhysicsWallah
"this app is not working on my phone when wver I try to open my lectures , notes or app description it's stop and suddenly app is close now what should I do 😭",1,PlayStore,PhysicsWallah
this app is very useful to see all content of class 6 to 12 . I am in 9 my teachers is so good they teach us like a friend. I love this app,5,PlayStore,PhysicsWallah
very good app this app is very helpful for those students who do not go for offilne coching very fanatic app 👍🏻💞💕,5,PlayStore,PhysicsWallah
this very best app for study,4,PlayStore,PhysicsWallah
wow nice,5,PlayStore,PhysicsWallah
literally the worst ui,1,PlayStore,PhysicsWallah
it's totally worth it 😀😀😀 I had bought a batch (udaan) .... u would definitely try it and it's second app pw books was fantastic,5,PlayStore,PhysicsWallah
content sahi h but app kam nhi kar raha hai,3,PlayStore,PhysicsWallah
best tution with facility,5,PlayStore,PhysicsWallah
"I have no doubt that it isbest app for studying, but the new model of this app, i don't like it. The previous design of this app is best which can everyone can find each and every thing in easier way.",4,PlayStore,PhysicsWallah
alakh sir ne ham jese bachho ke liye jo fess nahi भर सकते उन्हें फ्री batch भी दिया है Thank alakh sir,5,PlayStore,PhysicsWallah
This is an amazing platform for study to students. PW provided an education at his platform in very affordable prices.,5,PlayStore,PhysicsWallah
meri class live nahi aa rahi h,1,PlayStore,PhysicsWallah
best app,5,PlayStore,PhysicsWallah
best,5,PlayStore,PhysicsWallah
this pw store is a very bad facility,1,PlayStore,PhysicsWallah
good,5,PlayStore,PhysicsWallah
Loving the new update! Feels faster and looks better. Thankx to the pw team🥰👍🏻,5,PlayStore,PhysicsWallah
today update is very bad and time consuming please pw I request delete this upgrade and attach previous system please I am also paresan ho gya hu 1 hour notes ko lagata hai bakvass hai,1,PlayStore,PhysicsWallah
"sir class note dekhne ka process pahle oala hi sahi tha Naya system ma , class no karne ki baad note dekh sakte ha phone ma dekhne ma problem ho raha",2,PlayStore,PhysicsWallah
the app is not open please help pw team please help me to overcome with my problem app is not working properly and this problem is affecting too much my study,4,PlayStore,PhysicsWallah
best,5,PlayStore,PhysicsWallah
Nice app,5,PlayStore,PhysicsWallah
hello I am a pw student,5,PlayStore,PhysicsWallah
It is really worth it . best app for jee /neet preparation,5,PlayStore,PhysicsWallah
wrost aap for studying wrost experience i ever had i bought new batch and i didn't comments anything wrong but pw bans me i followed all community Guidelines also..... bekar hai bhai paise barbaad hai,1,PlayStore,PhysicsWallah
it's very useful platform for us ❤️❤️❤️❤️❤️❤️❤️❤️,5,PlayStore,PhysicsWallah
gribo bhcho ka shhara s sir me is bar 10th me hu me jee ka tetari krugan sir aap se bat karna hai please,5,PlayStore,PhysicsWallah
fantastic,5,PlayStore,PhysicsWallah
the new update is so bad,1,PlayStore,PhysicsWallah
good for students,5,PlayStore,PhysicsWallah
good for study,5,PlayStore,PhysicsWallah
verynice appp,5,PlayStore,PhysicsWallah
I am new student I purchased NDA foundation 2025. best teachers facility provide PW and this app is very nice and fantastic,5,PlayStore,PhysicsWallah
i like old style,1,PlayStore,PhysicsWallah
All right....,5,PlayStore,PhysicsWallah
Best app for study,5,PlayStore,PhysicsWallah
Hey support team I have been using this app since 4 years and I have experienced too great by this app is totally great for online education and related. you know I updated this app at the morning and after that I opened and saw the batch's looking totally changed and feeling some worst you know like in the batch there is a section allotted and now that is too big as compared to old this before one this is feel like too big interface and also so confusing so please resolve it old one is great.,4,PlayStore,PhysicsWallah
phenomenal teachers no issues with academic stuff but doesn't work well on tablet (landscape mood) and also students' community can be improved.. we are not able to see teachers' posts. edit: new update is horrible!!,1,PlayStore,PhysicsWallah
Best learning experience...I am commerce student and this year my first online class I take in PW ..All teachers are very kind and best teacher ever..If you ask doubt in this app your doubt clear in a moment,5,PlayStore,PhysicsWallah
"sir please help me ,Update ho gaya ab bas DPP and lectures hai(yakeen 2.0 2026 ) Mai toh pdf se solve karta tha ab kese karunga.......😫 DPP kaafi time consuming hota hai 😭. Pdf se jaldi hojata tha 😭",4,PlayStore,PhysicsWallah
"your former UI is far better than this current UI... this current UI is worst... my request to pw tech team please fix the UI issue as soon as possible... we are facing a lot of problems for this,,, is very difficult for me to find whether my lecture is completed or not it is also very difficult for me to find the lectures and many more please fix the UI...",1,PlayStore,PhysicsWallah
best online platform for online study there are all type of cource in this app all cource are under 5k all type of gov entrance exam,5,PlayStore,PhysicsWallah
good👍👍👍✨👀,5,PlayStore,PhysicsWallah
best platform for any exam preparation,5,PlayStore,PhysicsWallah
"Team of experienced Teachers. like this new update , best leaning platform.",5,PlayStore,PhysicsWallah
kaise ho alakh sir ji no 1 plateform hai phone lagaya Karo aap 2din baat Kiya fir phone hi nhi aaya aapka,5,PlayStore,PhysicsWallah
this works like a ladder in my life to give me the next level😊,5,PlayStore,PhysicsWallah
"I""ll fully good from my studies and the institute it the glamorous achievement for an student in his life . The connection between teachers and students is the main key point for the success . And the guardian support is an very important role in the life of any body's goals . I"" prepare for IIT Examination and I got AIR 45 .At present I am in the IIT BOMBAY . I Suggest that PW is an open platform for the study . WORK HARD ! DREAM BIG ! NEVER GIVE UP ! That's the motivation line .",5,PlayStore,PhysicsWallah
The new UI interface is worst. Unable to find PDFs. Neither it looks good nor easy to use.,1,PlayStore,PhysicsWallah
I am unable to get otp in WhatsApp and sms both plz help me 😭😭,1,PlayStore,PhysicsWallah
it's very helpful to all catagory students thank you alkah sir to provide as such this app,5,PlayStore,PhysicsWallah
everything is good but in my planner I can't select subject due to no option,5,PlayStore,PhysicsWallah
the doubt section is not enable after the live class please do something it is the concern of so many students,1,PlayStore,PhysicsWallah
best,5,PlayStore,PhysicsWallah
very best study app in India I am adarsh Kumar Chaubey saport in this app.,5,PlayStore,PhysicsWallah
"pls switch to old layout, New one is not good old layout was way better than new one it's my request to PW team",3,PlayStore,PhysicsWallah
Please update it and allow landscape mode for tablets. It opens like mobile screen in tablets. Requesting to update it asap.,2,PlayStore,PhysicsWallah
"Downloaded videos consume my internet while watching Plz fix it Love you PW whole team, there is no free batch for gate available on your application kindly provide it please 🥺",2,PlayStore,PhysicsWallah
good,5,PlayStore,PhysicsWallah
बेहतरीन,1,PlayStore,PhysicsWallah
I don't like,2,PlayStore,PhysicsWallah
The best app I ever used for education in my phone Thank You So much to Physics Wallah Team for giving us such an impressive app ♥️,5,PlayStore,PhysicsWallah
Good aap for education Good app for all exam Good teacher for preparation,5,PlayStore,PhysicsWallah
"Tried solving the 2nd homework question on my own. In class, I saw it was wrong but couldn’t figure out where. Went to Ask Doubt, typed my full answer, but it exceeded 600 characters (which I didn’t know). When I tried to edit, the whole thing got deleted. Is this how Physics Wallah values students’ time and effort? One doubt per slide and a tight character limit — seriously? It’s frustrating and needs to be fixed.",1,PlayStore,PhysicsWallah
"i am studying from arjuna batch in this app abut after watching lectures and attemptin DPPs it doesn't show any change in leaderboard and ex column and the app is too lagging when i am watching lectures , video quality auto changes and lecture stopped and lagged in between despite of better network and screen blinking occurs when i start the lecture Please resolve these issues and help the students to watch and learn smoothly",2,PlayStore,PhysicsWallah
best app. all thing are very good in appearance and teaching to good h hi,5,PlayStore,PhysicsWallah
some batches are missing I purchased yakeen 2.0 2025 it was completely not showing in paid and free section I purchased infinity but it is also not showing I buyed kazana it is also not showing but when I open my purchases in app it shows all I purchased successfully all payments successfull but I can't see any batch please pw team please slove it 🙏🏻 😢,1,PlayStore,PhysicsWallah
very usefull 😃,5,PlayStore,PhysicsWallah
The app was automatically update and the batch I purchased was no longer and there is no phone number to contact the assistant.,1,PlayStore,PhysicsWallah
it's an amazing platform to study,5,PlayStore,PhysicsWallah
Abhi Kiya changes kiye hoo yrr App me kuch samajh nhi araaa,3,PlayStore,PhysicsWallah
"good, but not every batches are good. best for jee neet and boards but not good for anything else",1,PlayStore,PhysicsWallah
sir the dashboard area in the app where we can see our performance is not working properly I have not a single lecture backlog but then also it is showing that I have backlogs of 15-20 lectures and I have given all the tests accept one but it is showing that I have given only 6/9. Please improve it♥️,5,PlayStore,PhysicsWallah
"teachers and content, everything is alright, infact too good.... but new update is not nice, it's very confusing can't it get back to normal the lectures section, all content section... like it used to be",4,PlayStore,PhysicsWallah
it is very fantastic choice in me dream easily purchase with the help f PW,5,PlayStore,PhysicsWallah
NEW UPDATE IS NOT GOOD...IT IS DIFFICULT TO USE IN WEB VERSION...PLEASE MAKE IT AS USUAL,1,PlayStore,PhysicsWallah
"New app update has disturbed everything , previous one was indeed good.Though it has increase accessibility but I am not able to access my notes.",2,PlayStore,PhysicsWallah
best,5,PlayStore,PhysicsWallah
for studies it is one of them best app,5,PlayStore,PhysicsWallah
Wonderfull app for studying,5,PlayStore,PhysicsWallah
this wrost app interface. and don't buy any books and accessories.,1,PlayStore,PhysicsWallah
useless app take ro much time to open download video not playing without internet to much update and laging this is totally a wasted app,1,PlayStore,PhysicsWallah
"This app is Very helpful for poor students, and the classes are very very good and they have great skills 👑 in teaching",5,PlayStore,PhysicsWallah
very good,5,PlayStore,PhysicsWallah
pw store not open,3,PlayStore,PhysicsWallah
good learning app,5,PlayStore,PhysicsWallah
very nice app for learning,5,PlayStore,PhysicsWallah
this app is amazing because I wanted that I should take classes online and this platform is amazing for online classes. I don't have enough words for its feedback because the faculty who is working over here providing good studies is amazing. just some kind of problems we have to face with DPP because sometimes it doesn't open at first. so some improvements are needed with its processing. overall its perfect for those students who are serious in their studies.,5,PlayStore,PhysicsWallah
worst App in Pw Store takes too much in these thing,1,PlayStore,PhysicsWallah
👍,5,PlayStore,PhysicsWallah
Best...👍,5,PlayStore,PhysicsWallah
dpp solution show nhi kar rha jo teacher provide kiye h dpp ka 🤢🤢🤡🤡,1,PlayStore,PhysicsWallah
good experience 🥰🥰🥰🥰,5,PlayStore,PhysicsWallah
Best app for study,5,PlayStore,PhysicsWallah
Notes section is not showing in the app . Kindly look into this problem,5,PlayStore,PhysicsWallah
extraordinary no words,5,PlayStore,PhysicsWallah
god bless you sir hmare liye aapne bhut kuch kiyaa hai. thank you sir. 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻💚💚💚💚💚💚👍🏻👍🏻👍🏻❤️👍🏻👍🏻❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💚💚💚💚💚💚💚💚💚💚💚💚👍🏻👍🏻❤️👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻❤️❤️❤️❤️👍🏻👍🏻💚👍🏻💚💚💚💚❤️❤️❤️👍🏻💚💚💚👍🏻👍🏻💚💚💚💚💚💚💚💚💚💚💚💚👍🏻👍🏻👍🏻👍🏻💚💚💚💚💚💚💚❤️❤️👍🏻💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚,5,PlayStore,PhysicsWallah
Very nice app. Specially physics is bestt....,5,PlayStore,PhysicsWallah
how frustrating update why was the need of resources section also PDFs are now not available 🤮,1,PlayStore,PhysicsWallah
best 👍👍👍👍,5,PlayStore,PhysicsWallah
IN recent updates lots of new features are added and that wonderful for studies but xp leaderboard is not working properly like if I close the lecture and reopen it after some time my xp is not added so I have to rewatch the lecture again just to score xp's,4,PlayStore,PhysicsWallah
Bring back old UI,1,PlayStore,PhysicsWallah
nice app,5,PlayStore,PhysicsWallah
pw is one of the best learning platform as I have ever thought or seen it has many teachers there were live experiments in class and also numerous types of questions are there for practice.It is the best learning platform not only for competitive exams but also for school boards. Thanks to pw and all its faculties,5,PlayStore,PhysicsWallah
"One thing which I don't like about the app is that if I've asked a doubt in any slide, I'm not notified if it has been answered. Same for community replies etc.",3,PlayStore,PhysicsWallah
very nice study platform,5,PlayStore,PhysicsWallah
Best coaching platform in India 🪔,5,PlayStore,PhysicsWallah
app all function is working great except xp system despite of completion of videos the xp is not counting up,4,PlayStore,PhysicsWallah
thank you for pw,5,PlayStore,PhysicsWallah
The new update is worst i am confusing and difficulty while seeing classes which I completed.Many options got removed like dpp pdf . I want that so badly .It is the worst update old is better please make this update old 🙏 please alakh pandey sir 😭😭🙏🙏🙏🙏,5,PlayStore,PhysicsWallah
recent updated version of app is too much bad plz change this...,1,PlayStore,PhysicsWallah
After recent updates I can't access old classes.,1,PlayStore,PhysicsWallah
best learning platform for all type of exams in india,5,PlayStore,PhysicsWallah
Your emotions,5,PlayStore,PhysicsWallah
👍👍👍👍,5,PlayStore,PhysicsWallah
